0.06677341	0.014605408	-0.076389	-0.076437704	0.09563501	-0.09512501	-0.039023377	-0.034696113	0.09194754	0.03847996	-0.2662612	-0.072768666	0.10928084	0.021834424	-0.013720998	0.12909652
0.015891079	0.025104979	-0.03747985	-0.0261365	0.056322876	0.04607865	-0.060200088	-0.08130675	0.1329264	0.09038607	-0.2585073	0.019865392	0.09525272	0.054154214	0.0328862	0.08405692
-0.23514448	-0.25850213	0.14144546	0.18534815	0.26987246	0.09434291	-0.2720504	0.18352468	0.20173855	-0.20698722	-0.14664821	0.19711405	0.29367915	-0.24336068	-0.12699	-0.18329401
-0.04272799	-0.045814514	-0.011938528	-0.043680653	0.14059435	-0.07134778	-0.08305783	0.01601515	0.12529846	0.060070183	-0.21911153	-0.0108899195	0.16267793	-0.027576713	-0.051852066	0.0024211197
0.095486276	0.09112363	-0.100743145	-0.06873632	0.052162524	-0.008421021	0.04406329	-0.10542499	0.073321134	0.12744215	-0.34953117	-0.07997416	0.011819857	0.08599684	-0.004597109	0.12627038
0.058748923	0.05491096	-0.10323264	-0.09759479	0.009693509	0.063420735	-0.024332546	-0.07566044	0.06266186	0.02039364	-0.24241437	-0.0036250115	0.041011706	0.09531789	0.061142996	0.055552736
-0.14114349	-0.17876768	0.06538252	0.10300597	0.17203422	0.035978798	-0.23447514	0.0501341	0.17102763	-0.14745727	-0.09597641	0.07973861	0.17268986	-0.1580905	-0.14124194	-0.13875838
0.11461694	0.12004652	-0.094007984	-0.06770145	0.029320914	0.0127194645	0.03160531	-0.043984123	0.0520062	0.0981466	-0.25976726	-0.07969247	-0.0025908274	0.07975933	0.01600517	0.090296455
0.03168673	0.05152615	-0.050576545	-0.016996792	0.01377073	0.047929104	-0.02262906	-0.07483615	0.03416261	0.091975585	-0.23376888	-0.0601807	-0.02042174	0.09379027	0.017536217	0.06790344
0.10464291	0.080949895	-0.115359955	-0.15185386	0.03115392	0.033448458	0.023492774	-0.12911114	-0.028971482	0.1509505	-0.22522084	-0.13034874	-0.035248093	0.0968206	0.06612548	0.13161755
0.020236263	0.0658796	-0.062867045	-0.09035937	0.04100391	-0.093299635	-0.066351235	-0.008869273	0.058547817	0.060458004	-0.2542356	0.014618632	0.11907301	0.025308067	-0.07419726	0.021582332
-0.040475547	-0.09782826	0.025034124	0.032384053	0.15775424	-0.0724279	-0.12124915	0.023682004	0.09152202	-0.03126853	-0.021967415	0.07922239	0.16293585	-0.078677505	-0.07918056	-0.0760407
0.08791212	-0.015529146	-0.0851718	-0.07712221	0.012905337	-0.004496296	-0.094175234	-0.013688818	0.0706142	0.04086114	-0.18325646	-0.012226779	0.114189036	0.028546214	0.015282671	0.08357221
0.9116001	0.9231912	-0.84697896	-0.8163283	-0.59432715	0.51869124	0.8348751	-0.79635453	-0.68483454	0.803152	-0.7508597	-0.6996914	-0.7322197	0.864402	0.701851	0.878418
0.03775139	0.012694486	-0.05367734	0.0105325105	0.021954281	0.109471664	0.0064518917	-0.06368516	0.00012350055	-0.0038100744	-0.1675807	-0.012433199	-0.009040462	0.03343995	0.040070496	0.04786908
0.041892473	0.08870026	-0.10144029	-0.018455682	0.07375738	0.015779302	0.04350357	-0.066770494	0.07322581	0.12699369	-0.22249283	-0.012236448	0.048641756	0.035055652	-0.01237443	0.12169881
-0.13233165	-0.14155838	0.14192538	0.20082265	0.13028234	0.04558478	-0.21534438	0.106062345	0.15588602	-0.16985972	-0.009219299	0.117264435	0.19530225	-0.20527047	-0.09840297	-0.19102263
-0.16567244	-0.19450004	0.12033317	0.1782965	0.17479154	-0.09785971	-0.19015698	0.15327746	0.1691653	-0.17111848	0.0526909	0.07854788	0.1583559	-0.12533586	-0.123281345	-0.103296235
-1.1840577	-1.1741462	1.0776441	1.1340846	0.9571971	-0.8698621	-1.1387935	1.0617299	0.9087628	-1.1151791	0.78768784	0.9149143	1.001777	-1.0534773	-1.0104241	-1.136666
-0.8459602	-0.78130645	0.73586845	0.7230676	0.6584354	-0.5316147	-0.8102731	0.72096753	0.6264084	-0.67626595	0.46274894	0.58480066	0.7758377	-0.7069335	-0.6560877	-0.7158493
